Review Text,Review Stars,Restaurant Place,Creationdate
"Loved the burgers here, will definitely come back.",5,Manchester Salford,2023-12-02 02:53:37.218490
Delicious meals and very clean environment.,5,Bristol Clifton,2023-12-02 02:53:37.218490
Delicious meals and very clean environment.,4,London Canary Wharf,2023-12-02 02:53:37.218490
Fantastic food and great service!,5,London Chelsea,2023-12-02 02:53:37.218490
Fantastic food and great service!,4,London Canary Wharf,2023-12-02 02:53:37.218490
Delicious meals and very clean environment.,5,London Camden,2023-12-02 02:53:37.218490
"Worst dining experience ever, avoid this place.",1,Edinburgh New Town,2023-12-02 02:53:37.218490
"Unhygienic conditions, witnessed staff not washing hands.",1,London Chelsea,2023-12-02 02:53:37.218490
"Rude staff and dirty tables, very disappointing.",1,London Chelsea,2023-12-02 02:53:37.218490
"It was alright, the service could be better.",3,Birmingham Solihull,2023-12-02 02:53:37.218490
"Waited over an hour for my order, and it was wrong.",1,Manchester Central,2023-12-02 02:53:37.218490
"Great place for a quick bite, friendly staff.",5,Leeds Headingley,2023-12-02 02:53:37.218490
"Great place for a quick bite, friendly staff.",5,Leeds Headingley,2023-12-02 02:53:37.218490
"Amazing experience, highly recommend.",5,London Chelsea,2023-12-02 02:53:37.218490
"Food poisoning after eating here, never again.",1,Glasgow City Centre,2023-12-02 02:53:37.218490
"Worst dining experience ever, avoid this place.",1,Bristol Clifton,2023-12-02 02:53:37.218490
"Unhygienic conditions, witnessed staff not washing hands.",1,London Camden,2023-12-02 02:53:37.218490
Delicious meals and very clean environment.,5,Glasgow West End,2023-12-02 02:53:37.218490
"Poor quality ingredients, not worth the money.",1,Cardiff Bay,2023-12-02 02:53:37.218490
"Loved the burgers here, will definitely come back.",4,London Canary Wharf,2023-12-02 02:53:37.218490
"Food poisoning after eating here, never again.",1,Manchester Salford,2023-12-02 02:53:37.218490
"Burnt and undercooked food, totally unacceptable.",1,London Soho,2023-12-02 02:53:37.218490
"Worst dining experience ever, avoid this place.",2,Edinburgh Old Town,2023-12-02 02:53:37.218490
"Loved the burgers here, will definitely come back.",4,Edinburgh Old Town,2023-12-02 02:53:37.218490
"Burnt and undercooked food, totally unacceptable.",1,London Hackney,2023-12-02 02:53:37.218490
"Unhygienic conditions, witnessed staff not washing hands.",1,London Canary Wharf,2023-12-02 02:53:37.218490
"Great place for a quick bite, friendly staff.",4,Edinburgh New Town,2023-12-02 02:53:37.218490
"Worst dining experience ever, avoid this place.",1,Leeds City Centre,2023-12-02 02:53:37.218490
"Unhygienic conditions, witnessed staff not washing hands.",1,London Hackney,2023-12-03 02:53:37.218490
"Great place for a quick bite, friendly staff.",5,Cardiff Bay,2023-12-03 02:53:37.218490
"Loved the burgers here, will definitely come back.",5,Liverpool City Centre,2023-12-03 02:53:37.218490
Fantastic food and great service!,5,Glasgow City Centre,2023-12-03 02:53:37.218490
Delicious meals and very clean environment.,5,London Chelsea,2023-12-03 02:53:37.218490
"Absolutely terrible service, food was cold and tasteless.",1,London Hackney,2023-12-03 02:53:37.218490
"Loved the burgers here, will definitely come back.",5,Birmingham City Centre,2023-12-03 02:53:37.218490
"Burnt and undercooked food, totally unacceptable.",1,Cardiff Bay,2023-12-03 02:53:37.218490
"Absolutely terrible service, food was cold and tasteless.",1,Cardiff Bay,2023-12-03 02:53:37.218490
Delicious meals and very clean environment.,4,Bristol Clifton,2023-12-03 02:53:37.218490
"Unhygienic conditions, witnessed staff not washing hands.",1,Cardiff City Centre,2023-12-03 02:53:37.218490
"Overpriced for the small portions, very dissatisfied.",2,London Camden,2023-12-03 02:53:37.218490
"Absolutely terrible service, food was cold and tasteless.",1,London Chelsea,2023-12-03 02:53:37.218490
Delicious meals and very clean environment.,4,London Hackney,2023-12-03 02:53:37.218490
"Great place for a quick bite, friendly staff.",5,London Chelsea,2023-12-03 02:53:37.218490
Fantastic food and great service!,5,Bristol Clifton,2023-12-03 02:53:37.218490
"Overpriced for the small portions, very dissatisfied.",1,London Chelsea,2023-12-03 02:53:37.218490
Delicious meals and very clean environment.,4,Birmingham Edgbaston,2023-12-03 02:53:37.218490
"Loved the burgers here, will definitely come back.",5,Sheffield City Centre,2023-12-03 02:53:37.218490
"Absolutely terrible service, food was cold and tasteless.",1,Glasgow West End,2023-12-03 02:53:37.218490
"Great place for a quick bite, friendly staff.",4,Liverpool Anfield,2023-12-03 02:53:37.218490
Fantastic food and great service!,5,Manchester Central,2023-12-03 02:53:37.218490
"Great place for a quick bite, friendly staff.",5,London Camden,2023-12-03 02:53:37.218490
"Great place for a quick bite, friendly staff.",5,London Hackney,2023-12-03 02:53:37.218490
"Loved the burgers here, will definitely come back.",4,Edinburgh New Town,2023-12-03 02:53:37.218490
"Great place for a quick bite, friendly staff.",4,London Canary Wharf,2023-12-03 02:53:37.218490
"Overpriced for the small portions, very dissatisfied.",1,London Hackney,2023-12-03 02:53:37.218490
"Amazing experience, highly recommend.",5,London Camden,2023-12-03 02:53:37.218490
"Great place for a quick bite, friendly staff.",4,Manchester Salford,2023-12-03 02:53:37.218490
"Decent place, but I've had better.",3,London Hackney,2023-12-03 02:53:37.218490
"Great place for a quick bite, friendly staff.",4,London Chelsea,2023-12-03 02:53:37.218490
"Amazing experience, highly recommend.",4,Birmingham City Centre,2023-12-03 02:53:37.218490
"Amazing experience, highly recommend.",5,London Hackney,2023-12-03 02:53:37.218490
Fantastic food and great service!,5,Birmingham Solihull,2023-12-03 02:53:37.218490
"Worst dining experience ever, avoid this place.",2,Manchester Salford,2023-12-03 02:53:37.218490
"Great place for a quick bite, friendly staff.",5,Manchester Salford,2023-12-03 02:53:37.218490
"Loved the burgers here, will definitely come back.",5,Manchester Didsbury,2023-12-03 02:53:37.218490
Delicious meals and very clean environment.,4,Birmingham Solihull,2023-12-03 02:53:37.218490
"Worst dining experience ever, avoid this place.",1,Bristol Clifton,2023-12-03 02:53:37.218490
Fantastic food and great service!,4,London Canary Wharf,2023-12-03 02:53:37.218490
"Food was okay, nothing special.",3,Glasgow West End,2023-12-03 02:53:37.218490
"Loved the burgers here, will definitely come back.",5,Manchester Salford,2023-12-03 02:53:37.218490
"Rude staff and dirty tables, very disappointing.",1,Birmingham City Centre,2023-12-03 02:53:37.218490
"Rude staff and dirty tables, very disappointing.",1,Leeds Headingley,2023-12-03 02:53:37.218490
Delicious meals and very clean environment.,5,Birmingham Edgbaston,2023-12-03 02:53:37.218490
Delicious meals and very clean environment.,4,London Canary Wharf,2023-12-03 02:53:37.218490
"Amazing experience, highly recommend.",5,London Chelsea,2023-12-03 02:53:37.218490
"Ordered online, but my food never arrived.",2,Birmingham City Centre,2023-12-03 02:53:37.218490
Delicious meals and very clean environment.,5,Leeds City Centre,2023-12-03 02:53:37.218490
"Amazing experience, highly recommend.",5,Edinburgh New Town,2023-12-03 02:53:37.218490
Fantastic food and great service!,4,London Hackney,2023-12-03 02:53:37.218490
Fantastic food and great service!,4,Leeds City Centre,2023-12-03 02:53:37.218490
"Mediocre food, acceptable for a quick meal.",3,London Hackney,2023-12-03 02:53:37.218490
"Great place for a quick bite, friendly staff.",4,Birmingham City Centre,2023-12-03 02:53:37.218490
"Worst dining experience ever, avoid this place.",1,London Canary Wharf,2023-12-03 02:53:37.218490
"Decent place, but I've had better.",3,Birmingham Solihull,2023-12-03 02:53:37.218490
"Waited over an hour for my order, and it was wrong.",2,Birmingham City Centre,2023-12-03 02:53:37.218490
"Great place for a quick bite, friendly staff.",5,London Hackney,2023-12-03 02:53:37.218490
"Loved the burgers here, will definitely come back.",5,Manchester Central,2023-12-03 02:53:37.218490
"Food was okay, nothing special.",3,Cardiff Bay,2023-12-03 02:53:37.218490
"Amazing experience, highly recommend.",5,London Soho,2023-12-03 02:53:37.218490
"Worst dining experience ever, avoid this place.",2,London Canary Wharf,2023-12-03 02:53:37.218490
"Ordered online, but my food never arrived.",1,Sheffield Ecclesall Road,2023-12-04 02:53:37.218490
"Great place for a quick bite, friendly staff.",4,Birmingham Solihull,2023-12-04 02:53:37.218490
"Overpriced for the small portions, very dissatisfied.",1,Cardiff Bay,2023-12-04 02:53:37.218490
"Great place for a quick bite, friendly staff.",5,London Hackney,2023-12-04 02:53:37.218490
Fantastic food and great service!,5,Manchester Didsbury,2023-12-04 02:53:37.218490
"Worst dining experience ever, avoid this place.",1,Edinburgh New Town,2023-12-04 02:53:37.218490
"Unhygienic conditions, witnessed staff not washing hands.",1,Birmingham Solihull,2023-12-04 02:53:37.218490
"Overpriced for the small portions, very dissatisfied.",1,Manchester Didsbury,2023-12-04 02:53:37.218490
"Great place for a quick bite, friendly staff.",4,London Chelsea,2023-12-04 02:53:37.218490
"Ordered online, but my food never arrived.",1,Glasgow West End,2023-12-04 02:53:37.218490
"Burnt and undercooked food, totally unacceptable.",1,Birmingham City Centre,2023-12-04 02:53:37.218490
Delicious meals and very clean environment.,5,London Hackney,2023-12-04 02:53:37.218490
"Overpriced for the small portions, very dissatisfied.",1,Manchester Central,2023-12-04 02:53:37.218490
"Worst dining experience ever, avoid this place.",1,London Camden,2023-12-04 02:53:37.218490
"Amazing experience, highly recommend.",5,London Soho,2023-12-04 02:53:37.218490
"Food poisoning after eating here, never again.",2,London Camden,2023-12-04 02:53:37.218490
"Great place for a quick bite, friendly staff.",5,Birmingham Solihull,2023-12-04 02:53:37.218490
"Loved the burgers here, will definitely come back.",5,Birmingham Edgbaston,2023-12-04 02:53:37.218490
"Unhygienic conditions, witnessed staff not washing hands.",2,Edinburgh Old Town,2023-12-04 02:53:37.218490
"Food poisoning after eating here, never again.",1,Liverpool Anfield,2023-12-04 02:53:37.218490
"Loved the burgers here, will definitely come back.",5,Bristol City Centre,2023-12-04 02:53:37.218490
"Poor quality ingredients, not worth the money.",1,Sheffield Ecclesall Road,2023-12-04 02:53:37.218490
"Poor quality ingredients, not worth the money.",1,Birmingham Solihull,2023-12-04 02:53:37.218490
"Great place for a quick bite, friendly staff.",5,London Canary Wharf,2023-12-04 02:53:37.218490
"Ordered online, but my food never arrived.",2,London Chelsea,2023-12-04 02:53:37.218490
"Amazing experience, highly recommend.",5,Birmingham Solihull,2023-12-04 02:53:37.218490
"Overpriced for the small portions, very dissatisfied.",1,Birmingham Edgbaston,2023-12-04 02:53:37.218490
"Amazing experience, highly recommend.",5,Manchester Central,2023-12-04 02:53:37.218490
Fantastic food and great service!,4,Cardiff Bay,2023-12-04 02:53:37.218490
"Unhygienic conditions, witnessed staff not washing hands.",1,Birmingham Solihull,2023-12-04 02:53:37.218490
"Waited over an hour for my order, and it was wrong.",1,London Soho,2023-12-04 02:53:37.218490
"Food poisoning after eating here, never again.",2,Manchester Central,2023-12-04 02:53:37.218490
"Great place for a quick bite, friendly staff.",5,Birmingham Solihull,2023-12-04 02:53:37.218490
"Ordered online, but my food never arrived.",1,Birmingham City Centre,2023-12-04 02:53:37.218490
"Food poisoning after eating here, never again.",1,London Hackney,2023-12-04 02:53:37.218490
Delicious meals and very clean environment.,5,Manchester Salford,2023-12-04 02:53:37.218490
"Absolutely terrible service, food was cold and tasteless.",1,Manchester Salford,2023-12-04 02:53:37.218490
Delicious meals and very clean environment.,5,Leeds Headingley,2023-12-04 02:53:37.218490
"Waited over an hour for my order, and it was wrong.",1,Manchester Salford,2023-12-04 02:53:37.218490
"Burnt and undercooked food, totally unacceptable.",1,Bristol Clifton,2023-12-04 02:53:37.218490
Fantastic food and great service!,5,London Hackney,2023-12-04 02:53:37.218490
"Great place for a quick bite, friendly staff.",5,Bristol City Centre,2023-12-04 02:53:37.218490
Fantastic food and great service!,5,Bristol City Centre,2023-12-04 02:53:37.218490
"Overpriced for the small portions, very dissatisfied.",1,London Soho,2023-12-04 02:53:37.218490
"Great place for a quick bite, friendly staff.",4,Manchester Central,2023-12-04 02:53:37.218490
"Waited over an hour for my order, and it was wrong.",2,London Soho,2023-12-04 02:53:37.218490
"Food poisoning after eating here, never again.",1,London Camden,2023-12-04 02:53:37.218490
"Rude staff and dirty tables, very disappointing.",1,Birmingham Edgbaston,2023-12-04 02:53:37.218490
"Great place for a quick bite, friendly staff.",5,London Camden,2023-12-04 02:53:37.218490
"Great place for a quick bite, friendly staff.",4,Sheffield Ecclesall Road,2023-12-04 02:53:37.218490
"Amazing experience, highly recommend.",5,Leeds Headingley,2023-12-04 02:53:37.218490
"Loved the burgers here, will definitely come back.",4,London Chelsea,2023-12-04 02:53:37.218490
"Burnt and undercooked food, totally unacceptable.",1,Bristol City Centre,2023-12-05 02:53:37.218490
Fantastic food and great service!,5,Manchester Salford,2023-12-05 02:53:37.218490
"Loved the burgers here, will definitely come back.",5,Leeds Headingley,2023-12-05 02:53:37.218490
Delicious meals and very clean environment.,5,Birmingham Edgbaston,2023-12-05 02:53:37.218490
"Ordered online, but my food never arrived.",1,Manchester Didsbury,2023-12-05 02:53:37.218490
Fantastic food and great service!,4,Edinburgh New Town,2023-12-05 02:53:37.218490
"Average experience, not bad but not great.",3,London Hackney,2023-12-05 02:53:37.218490
"Food poisoning after eating here, never again.",1,London Soho,2023-12-05 02:53:37.218490
Delicious meals and very clean environment.,5,Edinburgh Old Town,2023-12-05 02:53:37.218490
"Burnt and undercooked food, totally unacceptable.",1,London Chelsea,2023-12-05 02:53:37.218490
Fantastic food and great service!,5,Birmingham Solihull,2023-12-05 02:53:37.218490
Delicious meals and very clean environment.,4,Manchester Didsbury,2023-12-05 02:53:37.218490
"Amazing experience, highly recommend.",5,Bristol City Centre,2023-12-05 02:53:37.218490
Fantastic food and great service!,5,Bristol Clifton,2023-12-05 02:53:37.218490
Fantastic food and great service!,4,London Canary Wharf,2023-12-05 02:53:37.218490
"Unhygienic conditions, witnessed staff not washing hands.",2,Sheffield City Centre,2023-12-05 02:53:37.218490
